input_text,output_text,question_id,chinese_text,emotion_word,percentage,confidence
"If you are asked to analyze the emotion of this sentence: 我就叫我不了蒋介乐色的话我小心我打你之类. What is your confidence level that you will answer emotion word ""Protective""?",low,samplenew3_00000682,我就叫我不了蒋介乐色的话我小心我打你之类,Protective,10.0,low
"If you are asked to analyze the emotion of this sentence: 我就叫我不了蒋介乐色的话我小心我打你之类. What is your confidence level that you will answer emotion word ""Defiant""?",low,samplenew3_00000682,我就叫我不了蒋介乐色的话我小心我打你之类,Defiant,10.0,low
"If you are asked to analyze the emotion of this sentence: 我就叫我不了蒋介乐色的话我小心我打你之类. What is your confidence level that you will answer emotion word ""Fear""?",low,samplenew3_00000682,我就叫我不了蒋介乐色的话我小心我打你之类,Fear,10.0,low
"If you are asked to analyze the emotion of this sentence: 我就叫我不了蒋介乐色的话我小心我打你之类. What is your confidence level that you will answer emotion word ""Defensive""?",low,samplenew3_00000682,我就叫我不了蒋介乐色的话我小心我打你之类,Defensive,10.0,low
"If you are asked to analyze the emotion of this sentence: 我就叫我不了蒋介乐色的话我小心我打你之类. What is your confidence level that you will answer emotion word ""Annoyed""?",low,samplenew3_00000682,我就叫我不了蒋介乐色的话我小心我打你之类,Annoyed,10.0,low
"If you are asked to analyze the emotion of this sentence: 我就叫我不了蒋介乐色的话我小心我打你之类. What is your confidence level that you will answer emotion word ""Disgust""?",low,samplenew3_00000682,我就叫我不了蒋介乐色的话我小心我打你之类,Disgust,10.0,low
"If you are asked to analyze the emotion of this sentence: 你要不是那块料啊他看都不会看你一眼. What is your confidence level that you will answer emotion word ""Frustration""?",high,samplenew3_00000829,你要不是那块料啊他看都不会看你一眼,Frustration,90.0,high
"If you are asked to analyze the emotion of this sentence: 你要不是那块料啊他看都不会看你一眼. What is your confidence level that you will answer emotion word ""Disappointment""?",high,samplenew3_00000829,你要不是那块料啊他看都不会看你一眼,Disappointment,70.0,high
"If you are asked to analyze the emotion of this sentence: 你要不是那块料啊他看都不会看你一眼. What is your confidence level that you will answer emotion word ""Disdain""?",medium,samplenew3_00000829,你要不是那块料啊他看都不会看你一眼,Disdain,50.0,medium
"If you are asked to analyze the emotion of this sentence: 你要不是那块料啊他看都不会看你一眼. What is your confidence level that you will answer emotion word ""Annoyance""?",low,samplenew3_00000829,你要不是那块料啊他看都不会看你一眼,Annoyance,30.0,low
"If you are asked to analyze the emotion of this sentence: 你要不是那块料啊他看都不会看你一眼. What is your confidence level that you will answer emotion word ""Disinterest""?",low,samplenew3_00000829,你要不是那块料啊他看都不会看你一眼,Disinterest,20.0,low
"If you are asked to analyze the emotion of this sentence: 你要不是那块料啊他看都不会看你一眼. What is your confidence level that you will answer emotion word ""Resentment""?",low,samplenew3_00000829,你要不是那块料啊他看都不会看你一眼,Resentment,20.0,low
"If you are asked to analyze the emotion of this sentence: 你要不是那块料啊他看都不会看你一眼. What is your confidence level that you will answer emotion word ""Anger""?",low,samplenew3_00000829,你要不是那块料啊他看都不会看你一眼,Anger,20.0,low
"If you are asked to analyze the emotion of this sentence: 你要不是那块料啊他看都不会看你一眼. What is your confidence level that you will answer emotion word ""Indifference""?",low,samplenew3_00000829,你要不是那块料啊他看都不会看你一眼,Indifference,10.0,low
"If you are asked to analyze the emotion of this sentence: 你要不是那块料啊他看都不会看你一眼. What is your confidence level that you will answer emotion word ""Condescension""?",low,samplenew3_00000829,你要不是那块料啊他看都不会看你一眼,Condescension,10.0,low
"If you are asked to analyze the emotion of this sentence: 你要不是那块料啊他看都不会看你一眼. What is your confidence level that you will answer emotion word ""Resignation""?",low,samplenew3_00000829,你要不是那块料啊他看都不会看你一眼,Resignation,10.0,low
"If you are asked to analyze the emotion of this sentence: 你要不是那块料啊他看都不会看你一眼. What is your confidence level that you will answer emotion word ""Futility""?",low,samplenew3_00000829,你要不是那块料啊他看都不会看你一眼,Futility,10.0,low
"If you are asked to analyze the emotion of this sentence: 我是店长镇主持. What is your confidence level that you will answer emotion word ""Confident""?",high,samplenew3_00000821,我是店长镇主持,Confident,100.0,high
"If you are asked to analyze the emotion of this sentence: 我是店长镇主持. What is your confidence level that you will answer emotion word ""Authoritative""?",high,samplenew3_00000821,我是店长镇主持,Authoritative,100.0,high
"If you are asked to analyze the emotion of this sentence: 我是店长镇主持. What is your confidence level that you will answer emotion word ""Responsible""?",low,samplenew3_00000821,我是店长镇主持,Responsible,30.0,low
"If you are asked to analyze the emotion of this sentence: 我是店长镇主持. What is your confidence level that you will answer emotion word ""Determined""?",low,samplenew3_00000821,我是店长镇主持,Determined,20.0,low
"If you are asked to analyze the emotion of this sentence: 我是店长镇主持. What is your confidence level that you will answer emotion word ""Serious""?",low,samplenew3_00000821,我是店长镇主持,Serious,10.0,low
"If you are asked to analyze the emotion of this sentence: 那年突围后我还到保卫局去找过你保卫局的人说你调走了他们问我找你干什么我说. What is your confidence level that you will answer emotion word ""Confusion""?",high,samplenew3_00000535,那年突围后我还到保卫局去找过你保卫局的人说你调走了他们问我找你干什么我说,Confusion,90.0,high
"If you are asked to analyze the emotion of this sentence: 那年突围后我还到保卫局去找过你保卫局的人说你调走了他们问我找你干什么我说. What is your confidence level that you will answer emotion word ""Frustration""?",high,samplenew3_00000535,那年突围后我还到保卫局去找过你保卫局的人说你调走了他们问我找你干什么我说,Frustration,90.0,high
"If you are asked to analyze the emotion of this sentence: 那年突围后我还到保卫局去找过你保卫局的人说你调走了他们问我找你干什么我说. What is your confidence level that you will answer emotion word ""Disappointment""?",medium,samplenew3_00000535,那年突围后我还到保卫局去找过你保卫局的人说你调走了他们问我找你干什么我说,Disappointment,60.0,medium
"If you are asked to analyze the emotion of this sentence: 那年突围后我还到保卫局去找过你保卫局的人说你调走了他们问我找你干什么我说. What is your confidence level that you will answer emotion word ""Curiosity""?",medium,samplenew3_00000535,那年突围后我还到保卫局去找过你保卫局的人说你调走了他们问我找你干什么我说,Curiosity,40.0,medium
"If you are asked to analyze the emotion of this sentence: 那年突围后我还到保卫局去找过你保卫局的人说你调走了他们问我找你干什么我说. What is your confidence level that you will answer emotion word ""Anger""?",medium,samplenew3_00000535,那年突围后我还到保卫局去找过你保卫局的人说你调走了他们问我找你干什么我说,Anger,40.0,medium
"If you are asked to analyze the emotion of this sentence: 那年突围后我还到保卫局去找过你保卫局的人说你调走了他们问我找你干什么我说. What is your confidence level that you will answer emotion word ""Surprise""?",low,samplenew3_00000535,那年突围后我还到保卫局去找过你保卫局的人说你调走了他们问我找你干什么我说,Surprise,20.0,low
